generos_id,ID,Titulo,Lenguaje_Original,Titulo_Original,Resumen,Popularidad,fecha_realizada,Promedio_voto,Conteo_votos,Critica
878,313106,Doctor Who: El Día del Doctor,en,Doctor Who: The Day of the Doctor,"Episodio especial de ""Doctor Who"" realizado con motivo de la celebración del 50º aniversario de la serie. En la Tierra, el Undécimo Doctor y Clara descubren una peligrosa conspiración en una galería de arte. En 1562, el Décimo Doctor caza Zygons con la ayuda de la Reina Isabel. El último día de la Guerra del Tiempo, un hombre que ya no quiere llamarse ""El Doctor"" toma una terrible decisión: debe cometer un genocidio contra su propia raza para impedir la destrucción del Universo. Todos estos sucesos resultan estar conectados cuando tres encarnaciones del mismo Doctor deben enfrentarse al momento más terrible de sus vidas.",1.9634,2013-11-23,8.2,771,Muy buena pelicula
35,620683,Minha Mãe é uma Peça 3: O Filme,pt,Minha Mãe é uma Peça 3: O Filme,,0.9293,2019-12-26,8.2,493,Muy buena pelicula
878,185,La naranja mecánica,en,A Clockwork Orange,"Gran Bretaña, en un futuro indeterminado. Alex es un joven muy agresivo que tiene dos pasiones: la violencia desaforada y Beethoven. Es el jefe de la banda de los drugos, que dan rienda suelta a sus instintos más salvajes apaleando, violando y aterrorizando a la población. Cuando esa escalada de terror llega hasta el asesinato, Alex es detenido y, en prisión, se someterá voluntariamente a una innovadora experiencia de reeducación que pretende anular drásticamente cualquier atisbo de conducta antisocial.",9.9387,1971-10-28,8.178,13799,Muy buena pelicula
9648,77,Memento,en,Memento,"Leonard Shelby sigue la pista del hombre que violó y asesinó a su mujer. Sin embargo, la dificultad de localizar al asesino de su esposa se ve agravada por el hecho de que padece una forma rara e intratable de pérdida de memoria a corto plazo. Aunque puede recordar detalles de la vida antes de su accidente, Leonard no puede recordar qué ha pasado hace quince minutos, adónde va o por qué.",18.2803,2000-10-11,8.177,16197,Muy buena pelicula
10770,537061,Steven Universe: La película,en,Steven Universe: The Movie,"Ambientada dos años después de los acontecimientos acaecidos en la quinta temporada, un Steven de 16 años se enfrenta a un mundo repleto de novedades. Aunque cree que su papel como guardián de la Tierra ya ha terminado, una nueva amenaza se cierne sobre Beach City, por lo que el joven héroe tendrá que enfrentarse a su mayor desafío hasta la fecha.",2.9103,2019-10-07,8.175,851,Muy buena pelicula
18,26451,Investigación sobre un ciudadano libre de toda sospecha,it,Indagine su un cittadino al di sopra di ogni sospetto,"Roma, Italia. Después de cometer un crimen atroz, un alto oficial de la policía expone pruebas que le incriminan directamente porque su compromiso moral le impide eludir la ley y el orden social que esta protege.",1.4885,1970-10-16,8.172,870,Muy buena pelicula
18,5156,Ladrón de bicicletas,it,Ladri di biciclette,"En la Roma de la posguerra, un obrero sin empleo consigue un sencillo trabajo pegando carteles a condición de que posea una bicicleta. Obra maestra del neorrealismo italiano que forma junto con ""Umberto D."" y ""Miracolo a Milano"" la famosa trilogía de De Sica.",5.3959,1948-07-21,8.171,2653,Muy buena pelicula
18,629,Sospechosos habituales,en,The Usual Suspects,"Dave Kujan (Chazz Palminteri), un agente especial que trabaja para el servicio de aduanas de EEUU, está investigando las consecuencias de un incendio a bordo de un barco en el puerto de San Pedro de Los Ángeles, con un balance de 27 víctimas mortales -todas aparentemente asesinadas-. La única fuente de información de Kujan es Roger Kint (Kevin Spacey), un estafador lisiado que sobrevivió al incendio. En comisaría, Kint cuenta que todo comenzó 6 semanas atrás en Nueva York, cuando 5 delincuentes, 5 ""sospechosos habituales"", fueron detenidos para una rueda de reconocimiento referente al robo de un camión de armas...",13.3612,1995-07-19,8.171,11381,Muy buena pelicula
27,348,"Alien, el octavo pasajero",en,Alien,"De regreso a la Tierra, la nave de carga Nostromo interrumpe su viaje y despierta a sus siete tripulantes. El ordenador central, MADRE, ha detectado la misteriosa transmisión de una forma de vida desconocida, procedente de un planeta cercano aparentemente deshabitado. La nave se dirige entonces al extraño planeta para investigar el origen de la comunicación.",22.7065,1979-05-25,8.2,16328,Muy buena pelicula
18,522924,El arte de vivir bajo la lluvia,en,The Art of Racing in the Rain,"El argumento está basado en la novela publicada por Garth Stein, la cual responde al mismo nombre que el filme. La historia combina diferentes sentimientos y situaciones comprometidas para la sociedad como son el dolor, la liberación, el cariño o el riesgo. Enzo, un perro que ha experimentado muchas aventuras interesantes a lo largo de su vida, es el personaje que pone voz a la película. Pese a no ser una persona de carne y hueso, este entrañable animal será capaz de dar diferentes lecciones a los seres humanos sobre cuál tendría que ser la manera adecuada de actuar sea cual sea la situación en la que se encuentren.",3.8258,2019-08-08,8.168,1669,Muy buena pelicula
18,18148,Cuentos de Tokio,ja,東京物語,"Una pareja de ancianos viaja a Tokio para visitar a sus hijos, pero ninguno de ellos tiene tiempo para atenderlos, por lo que deciden enviarlos a un balneario. Cuando regresan, la madre pasa una noche en la casa de una nuera, viuda de uno de sus hijos. A diferencia de sus cuñados, Noriko muestra afecto por sus suegros y conforta a la anciana.",4.3334,1953-11-03,8.166,1216,Muy buena pelicula
10402,1160164,TAYLOR SWIFT | THE ERAS TOUR,en,TAYLOR SWIFT | THE ERAS TOUR,El fenómeno cultural de la cantante Taylor Swift continúa en la pantalla grande con este documental que se sumerge en los conciertos de la histórica gira de la artista.,3.8496,2023-10-13,8.162,518,Muy buena pelicula
18,489,El indomable Will Hunting,en,Good Will Hunting,"Will es un joven rebelde con una inteligencia asombrosa, especialmente con las matemáticas. El descubrimiento de su talento por parte de los académicos le obligará a elegir entre seguir con su vida de siempre -un trabajo fácil, buenos amigos, muchas cervezas y alguna bronca- o aprovechar sus grandes cualidades intelectuales en alguna universidad. Sólo los consejos de un solitario y bohemio profesor le ayudará a decidirse.",14.3368,1997-12-05,8.161,13807,Muy buena pelicula
18,81481,Silenced,ko,도가니,"Basada en el best seller de la escritora Gong Ji Young, trata un caso real de violación y abusos sexuales ocurridos en una escuela para sordomudos en Gwangju. Gong Yoo interpreta el papel de un profesor que descubre el caso al lado de una activista de derechos humanos, interpretada por Jeong Yu Mi. Juntos intentarán por todos los medios dar a conocer los hechos, a pesar de que para ello deban enfrentarse al personal docente y algunos oficiales que tratan de ocultar el incidente.",4.8109,2011-09-22,8.16,771,Muy buena pelicula
18,1422,Infiltrados,en,The Departed,"El Departamento de Policía de Massachussets se enfrenta a la mayor banda de crimen organizado de la ciudad de Boston. La estrategia consiste en acabar desde dentro con Frank Costello, el poderoso jefe de la mafia irlandesa. El encargado de infiltrarse en la banda es un joven novato, Billy Costigan. Mientras Billy intenta ganarse la confianza de Costello, otro joven policía, Colin Sullivan, sube rápidamente de categoría y ocupa un puesto en la unidad de Investigaciones Especiales, grupo de élite cuya misión también es acabar con Costello. Lo que nadie sabe es que Colin es un topo infiltrado en la policía por el propio Costello.",14.1949,2006-10-04,8.16,16162,Muy buena pelicula
28,361743,Top Gun: Maverick,en,Top Gun: Maverick,"Después de más de 30 años de servicio como uno de los mejores aviadores de la Armada, Pete ""Maverick"" Mitchell se encuentra dónde siempre quiso estar, empujando los límites como un valiente piloto de prueba y esquivando el alcance en su rango, que no le dejaría volar emplazándolo en tierra. Cuando se encuentra entrenando a un destacamento de graduados de Top Gun para una misión especializada, Maverick se encuentra allí con el teniente Bradley Bradshaw, el hijo de su difunto amigo ""Goose"".",40.3544,2022-05-21,8.156,10923,Muy buena pelicula
28,111,El precio del poder,en,Scarface,"Un emigrante cubano frío y sanguinario, Tony Montana, llega de Cuba para instalarse en Miami, donde se propone hacerse con un nombre dentro del crimen organizado de Florida. Junto a su amigo, Manny Rivera, inicia una ascendente carrera delictiva.",17.2482,1983-12-09,8.156,12995,Muy buena pelicula
14,490,El séptimo sello,sv,Det sjunde inseglet,"Suecia, mediados del siglo XIV. La Peste Negra asola Europa. Tras diez años de inútiles combates en las Cruzadas, el caballero sueco Antonius Blovk y su leal escudero regresan de Tierra Santa. Blovk es un hombre atormentado y lleno de dudas. En el camino se encuentra con la Muerte que lo reclama. Entonces él le propone jugar una partida de ajedrez, con la esperanza de obtener de Ella respuestas a las grandes cuestiones de la vida: la muerte y la existencia de Dios.",5.2982,1957-02-16,8.2,3330,Muy buena pelicula
80,9702,Sangre por sangre,en,Bound by Honor,"Tres primos crecen como hermanos en medio de la violencia de las bandas del este de Los Ángeles. Con el tiempo sus vidas siguen caminos muy diferentes: uno trabaja para la brigada antidroga de la Policía, otro cae en las redes de las brutales bandas de San Quintín y el tercero se deja arrastrar por el sórdido mundo de la drogadiccion. Pero el sentido del honor y sobre todo los lazos de sangre los mantendrán siempre unidos.",7.2778,1993-02-05,8.154,1528,Muy buena pelicula
10749,851644,Una chica del siglo XX,ko,20세기 소녀,"Yeon-du le pide a su mejor amiga Bora que recopile toda la información que pueda sobre Baek Hyun-jin mientras ella está en los Estados Unidos para someterse a una cirugía de corazón. Bora decide acercarse primero al mejor amigo de Baek, Pung Woon-ho. Sin embargo, el torpe plan de Bora se desarrolla en una dirección inesperada. En 1999, un año antes del nuevo siglo, Bora, que cumple diecisiete años, cae en la fiebre del primer amor.",12.0517,2022-10-06,8.152,813,Muy buena pelicula
35,37165,El show de Truman,en,The Truman Show,"Truman Burbank es un hombre corriente y algo ingenuo que ha vivido toda su vida en uno de esos pueblos donde nunca pasa nada. Sin embargo, de repente, unos extraños sucesos le hacen sospechar que algo anormal está ocurriendo. Todos sus amigos son actores, toda su ciudad es un plató, toda su vida está siendo filmada y emitida como el reality más ambicioso de la historia.",19.2395,1998-06-04,8.152,20178,Muy buena pelicula
16,980477,Ne Zha 2,zh,哪吒之魔童闹海,"Cuando los cuerpos de los dos amigos, Aobing y Nezha, están a punto de ser destruidos, se les permite que sus almas sigan existiendo. Su maestro, Taiyi Zhenren, restaura sus cuerpos con la ayuda de una flor de loto. Después de esto, Nezha parte en busca de enfrentar al Rey Dragón del Mar del Este, Ao Guang.",26.7263,2025-01-29,8.15,679,Muy buena pelicula
18,20941,Voces inocentes,es,Voces inocentes,"En un pueblo de la periferia de San Salvador, vive Chava (Carlos Padilla), un niño de 11 años, que se encuentra atrapado entre el ejército y la guerrilla salvadoreña. Cuando su padre abandona a la familia, en plena guerra civil, Chava pasa a ser ""el hombre de la casa"". En esta época, el gobierno de El Salvador reclutaba niños de doce años. Así que a Chava sólo le queda un año de escuela antes de ser movilizado.",2.054,2005-01-28,8.149,517,Muy buena pelicula
10751,399106,Piper,en,Piper,"Piper es una cría de 'correlimos' (una especie de ave común en zonas húmedas) que se aventura fuera del nido por primera vez para buscar comida en la costa. El único problema es que la comida está enterrada bajo la arena de la orilla, donde llegan las olas húmedas, frías y aterradoras. Con la ayuda de un nuevo amigo, el pequeño pájaro se sumerge con la esperanza de superar sus miedos y llenar su tripa.",2.3862,2016-06-16,8.148,1731,Muy buena pelicula
28,280,Terminator 2: El juicio final,en,Terminator 2: Judgment Day,"Ha pasado once años desde que Sarah Connor fue marcada como objetivo para ser eliminada por un cyborg del futuro. Ahora su hijo John, el futuro líder de la resistencia, es el objetivo de un Terminator más moderno, más mortífero. Una vez más, la resistencia se las ha ingeniado para enviar un protector de vuelta al pasado para intentar salvar a John y a su madre Sarah.",20.8441,1991-07-03,8.147,14251,Muy buena pelicula
18,3780,Barbarroja,ja,赤ひげ,"El joven doctor Yasuoto regresa a su pueblo después de estudiar en Nagasaki, pero, en cuanto llega, sufre una gran desilusión: en lugar de ser nombrado médico del shogun lo envían a una clínica que cuenta con muy pocos recursos y está dirigida por un médico apodado «Barbarroja».",3.5022,1965-03-04,8.1,407,Muy buena pelicula
16,476292,"Maquia, una historia de amor inmortal",ja,さよならの朝に約束の花をかざろう,"Maquia pertenece a un grupo de gente que deja de envejecer en la adolescencia. Aunque vive tranquila, se siente sola. Esa tranquilidad se rompe cuando un ejército les invade para buscar el secreto de la inmortalidad. Maquia escapa, pero pierde a sus amigos y su hogar. En el bosque conocerá a Ariel, un pequeño que ha perdido a sus padres. La historia desarrolla la relación entre Maquia, que no envejece, y Ariel, que sí.",4.5608,2018-02-24,8.1,703,Muy buena pelicula
9648,426,Vértigo (De entre los muertos),en,Vertigo,"Scottie Fergusson es un detective de la policía de San Francisco que padece de vértigo. Cuando un compañero cae al vacío desde una cornisa mientras persiguen a un delincuente, Scottie decide retirarse. Gavin Elster, un viejo amigo del colegio, lo contrata para que vigile a su esposa Madeleine, una bella mujer que está obsesionada con su pasado.",7.4645,1958-05-09,8.141,6319,Muy buena pelicula
18,517814,Cafarnaúm,ar,کفرناحوم,"Beirut, Líbano. Zain es un niño de doce años inteligente y valiente, que sobrevive a los peligros de las calles de la ciudad gracias a su ingenio. Huyendo de sus padres, y haciendo valer sus derechos, recurre a la justicia para demandarles por el 'crimen' de haberle dado la vida. Una fábula contemporánea de carácter político sobre un niño que se rebela contra la vida que le han impuesto vivir .",5.1949,2018-09-20,8.14,1971,Muy buena pelicula
18,289,Casablanca,en,Casablanca,"Durante la Segunda Guerra Mundial, Casablanca era una ciudad a la que llegaban huyendo del nazismo gentes de todas partes: llegar era fácil, pero salir era casi imposible, especialmente si el nombre del fugitivo figuraba en las listas de la Gestapo. En esta ocasión el principal objetivo de la policía secreta alemana es el líder checo y héroe de la resistencia Victor Laszlo, cuya única esperanza es Rick Blaine, propietario del 'Rick’s Café' y antiguo amante de su mujer, Ilsa. Cuando Ilsa se ofrece a quedarse a cambio de un visado para sacar a Laszlo del país, Rick deberá elegir entre su propia felicidad o el idealismo que rigió su vida en el pasado.",7.5388,1943-01-15,8.14,6033,Muy buena pelicula
16,592350,My Hero Academia: El despertar de los héroes,ja,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,"Mientras ponen en práctica sus habilidades de héroe en la pacífica isla de Nabu, los niños de la clase 1-A se enfrentan al ataque de un temible villano llamado Nine.",5.2958,2019-12-20,8.139,1275,Muy buena pelicula
35,10098,El Chico,en,The Kid,"Una mujer londinense, sumamente pobre, se ve en la necesidad de abandonar a su hijo en una casa de millonarios, aunque por una serie de circustancias el niño terminará siendo cuidado por un vagabundo que se convierte así en su padre. Cinco años después, y con la madre convertida en una popular cantante, el destino tratará de separarlos...",4.1128,1921-01-21,8.138,2367,Muy buena pelicula
35,872,Cantando bajo la lluvia,en,Singin' in the Rain,"Antes de conocer a la aspirante a actriz Cathy Seldon, el ídolo del cine mudo Don Lockwood pensaba que lo tenía todo; fama, fortuna y éxito. Pero, tras conocerla, se da cuenta de que ella es lo que realmente faltaba en su vida. Con el nacimiento del cine sonoro, Don quiere filmar los musicales con Kathy, pero entre ambos se interpone la reina del cine mudo Lina Lamont.",6.6612,1952-04-10,8.132,3495,Muy buena pelicula
18,666,Estación central de Brasil,pt,Central do Brasil,"En los asfixiantes pasillos de la Estación Central, en Río de Janeiro, una antigua maestra se gana la vida escribiendo las cartas que le dictan los analfabetos. Endurecida por la soledad y por la adversidad, Dora ha ido cayendo en una estoica indiferencia. Sin embargo, cuando una de sus clientes muere atropellada a la salida de la estación, decide hacerse cargo de su hijo y llevarlo a casa de su padre en una remota zona del nordeste de Brasil.",3.1473,1998-04-03,8.131,1045,Muy buena pelicula
18,797,Persona,sv,Persona,"Elisabeth, una célebre actriz teatral, es hospitalizada tras perder la voz durante una representación de 'Electra'. Una doctora la somete a toda una serie de pruebas, y afirma que está sana y bien, pero ella sigue sin hablar y permanece en el pabellón. Alma, la enfermara encargada de cuidarla, intenta establecer una relación con ella y se dedica a hablarle todo el tiempo.",3.8058,1966-10-18,8.13,2401,Muy buena pelicula
878,693134,Dune: Parte dos,en,Dune: Part Two,"Sigue el viaje mítico de Paul Atreides mientras se une a Chani y los Fremen en una guerra de venganza contra los conspiradores que destruyeron a su familia. Al enfrentarse a una elección entre el amor de su vida y el destino del universo conocido, Paul se esfuerza por evitar un futuro terrible que solo él puede prever.",25.4884,2024-02-27,8.128,7924,Muy buena pelicula
80,475557,Joker,en,Joker,"Arthur Fleck es un hombre ignorado por la sociedad, cuya motivación en la vida es hacer reír. Pero una serie de trágicos acontecimientos le llevarán a ver el mundo de otra forma. Película basada en Joker, el popular personaje de DC Comics y archivillano de Batman, pero que en este film toma un cariz más realista y oscuro.",17.5838,2019-10-01,8.125,27685,Muy buena pelicula
80,103,Taxi Driver,en,Taxi Driver,"Para sobrellevar el insomnio crónico que sufre después de su regreso de Vietnam, Travis decide trabajar como taxista nocturno. Como individuo tiene poco contacto con la gente, pero observa la violencia y desolación en la que se hunde la ciudad de Nueva York. Travis anota en su diario todas sus impresiones, hasta que un día decide pasar a la acción.",12.721,1976-02-09,8.125,13399,Muy buena pelicula
12,606856,Togo,en,Togo,"'Togo' es la historia real no contada ambientada en el invierno de 1925 de un periplo por el terreno traicionero de la tundra de Alaska en busca de una aventura emocionante que pondrá a prueba la fuerza, el coraje y la determinación de un hombre, Leonhard Seppala, y de su perro de trineo guía, Togo.",4.4043,2019-12-20,8.123,2250,Muy buena pelicula
35,935,¿Teléfono rojo? Volamos hacia Moscú,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Convencido de que los comunistas están contaminando los Estados Unidos, un general ordena, en un acceso de locura, un ataque aéreo nuclear sorpresa contra la Unión Soviética. Su ayudante, el capitán Mandrake, trata de encontrar la fórmula para impedir el bombardeo. Por su parte, el presidente de los EE.UU. se pone en contacto con Moscú para convencer al gobierno soviético de que el ataque no es más que un estúpido error. Mientras tanto, el asesor estadounidense, un antiguo científico nazi, el doctor Strangelove, confirma la existencia de la «Máquina del Juicio Final», un dispositivo de represalia soviético capaz de acabar con la humanidad para siempre.",6.0484,1964-01-29,8.122,6136,Muy buena pelicula
18,575813,Better Days,zh,少年的你,"El examen ""gaokao"" paraliza a todo el país. Para casi diez millones de estudiantes, este examen para entrar en el programa nacional de estudios determinará su vida. Nian ha estado muy ocupada preparando el examen, dejando todo de lado, aunque una compañera de clase se ha suicidado y ella misma ha sufrido bullying. Nian conocerá en esos días a un delincuente de poca monta con el que hará un pacto.",3.2293,2019-10-25,8.119,555,Muy buena pelicula
18,600,La chaqueta metálica,en,Full Metal Jacket,"Un grupo de reclutas se prepara en Parish Island, centro de entrenamiento de la marina Norteamericana. Allí está el sargento Hartmann, duro e implacable, cuya única misión en la vida es endurecer el cuerpo y el alma de los novatos, para que puedan defenderse del enemigo. Pero no todos los jóvenes soportan igual sus métodos...",9.0874,1987-06-26,8.119,11431,Muy buena pelicula
35,20914,Habitación para cuatro,it,Amici miei,"Cuatro amigos cincuentones, que llevan toda la vida juntos, se pasan el día organizando bromas pesadas para burlarse de los demás. Son el periodista Giorgio Perozzi, perseguido por la reprobación de su hijo y su ex-mujer; el arquitecto Rambaldo Melandri, sensible a los asuntos del corazón; el barman Guido Necchi, propietario del bar en el que el grupo se reúne cada noche; y el conde Mascetti, un noble venido a menos, obligado a vivir en un sótano, que no tiene ningún escrúpulo a la hora de alejar a su mujer y su hija para disfrutar de una relación clandestina con su joven amante, Titti. Todos ellos, conscientes de que les ayuda a seguir unidos, recurren a las bromas para prolongar su juventud y defenderse de las penas de la vida.",1.4974,1975-10-24,8.114,747,Muy buena pelicula
80,500,Reservoir Dogs,en,Reservoir Dogs,"Una banda organizada formada por seis individuos es contratada para dar un golpe. Anteriormente varios de los miembros no se conocían entre sí, por lo que entre ellos usan nombres en clave. El objetivo: atracar una empresa para llevarse unos diamantes. Pero, antes de que suene la alarma, la policía ya está allí. Algunos mueren en el atraco, y el resto se reúne en el lugar convenido.",10.9965,1992-09-02,8.114,15431,Muy buena pelicula
16,1297842,GOAT: Como cabras,en,GOAT,"Will es una pequeña cabra con grandes sueños que recibe una oportunidad única en la vida para unirse a los profesionales y jugar al rugebol, un deporte de alta intensidad, mixto y de contacto total dominado por los animales más rápidos y feroces del mundo. A los nuevos compañeros de equipo de Will no les entusiasma tener a una cabrita en su plantilla, pero Will está decidido a revolucionar el deporte y demostrar de una vez por todas que «¡los pequeños saben jugar!».",105.3435,2026-02-11,8.116,635,Muy buena pelicula
18,458220,Palmer,en,Palmer,"Tras 12 años en prisión, el exjugador de fútbol Palmer vuelve a casa para rehacer su vida. Mientras se adapta a su nueva realidad, entabla una amistad con un niño abandonado, pero su pasado le persigue y amenaza con destruir su nueva familia.",4.1661,2021-01-28,8.113,1903,Muy buena pelicula
16,10681,WALL·E: Batallón de limpieza,en,WALL·E,"En el año 2800, en un planeta Tierra devastado y sin vida, tras cientos de solitarios años haciendo aquello para lo que fue construido -limpiar el planeta de basura- el pequeño robot WALL•E descubre una nueva misión en su vida cuando se encuentra con una moderna y lustrosa robot exploradora llamada EVE. Ambos viajarán a lo largo de la galaxia y vivirán una emocionante e inolvidable aventura.",23.8226,2008-06-26,8.112,20235,Muy buena pelicula
10751,406997,Wonder,en,Wonder,"Un niño de 10 años nacido con una deformidad facial que le ha obligado a ser operado 27 veces de cirugía, se esfuerza por encajar en su nuevo colegio.",11.7862,2017-11-13,8.107,8244,Muy buena pelicula
35,38288,"“I Corti” di Aldo, Giovanni e Giacomo",it,"“I Corti” di Aldo, Giovanni e Giacomo",,0.7925,1996-03-29,8.1,360,Muy buena pelicula
18,146233,Prisioneros,en,Prisoners,"Keller Dover se enfrenta a la peor de las pesadillas: Anna, su hija de seis años, ha desaparecido con su amiga Joy y, a medida que pasa el tiempo, el pánico lo va dominando. Desesperado, decide ocuparse personalmente del asunto. Pero, ¿hasta dónde está dispuesto a llegar para averiguar el paradero de su hija?",15.9639,2013-09-19,8.105,13040,Muy buena pelicula
18,1103621,Cómo hacerse millonario antes de que muera la abuela,th,หลานม่า,"Un hombre deja el trabajo para cuidar de su abuela moribunda, aunque sus aparentemente buenas intenciones vienen motivadas por la fortuna de la anciana. El nieto tratará de ganarse el favor de su abuela antes de que fallezca.",5.9524,2024-04-04,8.102,393,Muy buena pelicula
18,46738,Incendios,fr,Incendies,"Jeanne y Simon Marwan son dos mellizos cuya madre, que lleva mucho tiempo sin hablar, está a punto de morir. Pero, antes del fatal desenlace, les da dos cartas que deben ser entregadas a un padre al que creían muerto y a un hermano cuya existencia desconocían. Ambos emprenderán un viaje al Líbano para localizarlos y encontrar respuestas a su existencia. Basada en una obra de teatro de Wajdi Mouawad.",9.0612,2010-09-17,8.102,3264,Muy buena pelicula
16,812225,Black Clover: La espada del rey mago,ja,映画 ブラッククローバー 魔法帝の剣,"Mientras un audaz chico sin poderes mágicos intenta proclamarse Rey de los Magos, cuatro proscritos que antes ostentaban ese título vuelven para destruir el Reino Trébol.",6.3787,2023-06-16,8.098,382,Muy buena pelicula
16,810693,Jujutsu Kaisen 0,ja,劇場版 呪術廻戦 0,"Yuta Okkotsu es un nervioso estudiante de instituto que sufre un grave problema: su amiga de la infancia Rika se ha convertido en una maldición y no le deja en paz. Como Rika no es una maldición cualquiera, su situación es percibida por Satoru Gojo, un profesor del instituto Jujutsu, una escuela donde los exorcistas noveles aprenden a combatir las maldiciones. Gojo convence a Yuta para que se matricule, pero ¿podrá aprender lo suficiente a tiempo para enfrentarse a la Maldición que le persigue?",11.6465,2021-12-24,8.097,1733,Muy buena pelicula
18,103663,La caza,da,Jagten,"Tras un divorcio difícil, Lucas, de cuarenta años, ha encontrado una nueva novia, un nuevo trabajo y se dispone a reconstruir su relación con Marcus, su hijo adolescente. Pero algo va mal. Un detalle. Un comentario inocente. Una mentira fortuita. Y mientras la nieve comienza a caer y las luces de Navidad se iluminan, la mentira se extiende como un virus invisible. El estupor y la desconfianza se propagan y la pequeña comunidad se sumerge en la histeria colectiva, obligando a Lucas a luchar por salvar su vida y su dignidad.",6.6668,2012-10-25,8.095,4744,Muy buena pelicula
18,422,"Fellini, ocho y medio",it,8½,"Después de obtener un éxito rotundo, un director de cine atraviesa una crisis de creatividad e intenta inútilmente hacer una nueva película. En esta situación, empieza a pasar revista a los hechos más importantes de su vida y a recordar a todas las mujeres a las que ha amado.",3.9037,1963-02-14,8.096,2523,Muy buena pelicula
18,531428,Retrato de una mujer en llamas,fr,Portrait de la jeune fille en feu,"Bretaña francesa, 1770. Marianne es una pintora que debe realizar el retrato matrimonial de Héloïse, una joven que acaba de dejar el convento. Héloïse no acepta su destino como mujer casada y se niega a posar, por lo que Marianne debe trabajar en secreto. Para ello, se hace pasar por dama de compañía, para así observarla de día y pintarla de noche. Su relación se vuelve más intensa a medida que comparten juntas los últimos momentos de libertad de Héloïse antes de su boda.",9.4791,2019-09-06,8.1,2919,Muy buena pelicula
16,149871,El cuento de la princesa Kaguya,ja,かぐや姫の物語,"Basada en un cuento popular japonés anónimo del siglo IX, 'El cortador de bambú', la historia comienza cuando una pareja de ancianos campesinos encuentran a una niña diminuta dentro de una planta de bambú y deciden adoptarla como si fuera su hija. Convertida rápidamente en una hermosa mujer, es pretendida por muchos hombres, incluido el emperador, pero ella los rechaza a todos porque asegura venir de la Luna y debe volver allí...",5.4064,2013-11-23,8.1,1981,Muy buena pelicula
35,100,Lock & Stock,en,"Lock, Stock and Two Smoking Barrels","Eddie convence a tres amigos para jugarse sus ahorros en una partida de cartas contra Harry el Hacha, un mafioso del barrio. La partida está amañada, y Eddie no sólo pierde todo el dinero sino que contrae una deuda de medio millón de libras, que debe pagar en el plazo de una semana. El mafioso pretende quedarse con el local de su padre para resarcirse de la deuda, pero los cuatro amigos planean saldarla de una forma mucho más arriesgada.",3.6212,1998-08-28,8.095,7185,Muy buena pelicula
18,600354,El padre,en,The Father,"Anthony, un hombre de 80 años mordaz, algo travieso y que tercamente ha decidido vivir solo, rechaza todos y cada uno de las cuidadoras que su hija Anne intenta contratar para que le ayuden en casa. Está desesperada porque ya no puede visitarle a diario y siente que la mente de su padre empieza a fallar y se desconecta cada vez más de la realidad. Anne sufre la paulatina pérdida de su padre a medida que la mente de éste se deteriora, pero también se aferra al derecho a vivir su propia vida.",5.304,2020-12-23,8.094,3622,Muy buena pelicula
878,1398,Stalker,ru,Сталкер,"En un lugar de Rusia llamado ""La Zona"", hace algunos años se estrelló un meteorito. A pesar de que el acceso a este lugar está prohibido, los ""stalkers"" se dedican a guiar a quienes se atreven a aventurarse en este inquietante paraje.",5.6478,1979-05-25,8.1,2494,Muy buena pelicula
18,655,"París, Texas",en,"Paris, Texas","Un hombre aparece andando en el desierto de Texas sin recordar quién es. Su hermano va en su busca, intentando que recuerde su vida cuatro años atrás, cuando abandonó a su mujer y a su hijo. Mientras la memoria va volviendo a él y recupera el contacto con personas de su pasado, descubre la oportunidad de rehacer su vida.",6.2346,1984-07-16,8.1,2209,Muy buena pelicula
16,664767,Mortal Kombat Legends: La venganza de Scorpion,en,Mortal Kombat Legends: Scorpion's Revenge,"Basado en el popular videojuego creado por Ed Boon y John Tovias, Mortal Kombat Legends: Scorpion’s Revenge pone el foco en un torneo único que se celebra una vez por generación y en el que se enfrentan los campeones de distintos reinos. El ganador determinará el destino de la Tierra y de sus habitantes.",22.9738,2020-04-12,8.093,1470,Muy buena pelicula
16,508442,Soul,en,Soul,"¿Alguna vez te has preguntado de dónde provienen tu pasión, tus sueños y tus intereses? ¿Qué es lo que te hace ser... tú? Viaja desde las calles de Nueva York a los reinos cósmicos para descubrir las respuestas a las preguntas más importantes de la vida.",13.632,2020-12-25,8.093,11392,Muy buena pelicula
80,996,Perdición,en,Double Indemnity,"MacMurray es un vendedor de seguros que, en connivencia con Barbara Stanwyck, elabora un plan para asesinar al marido de ella y quedarse con el dinero de su seguro. Obra cumbre del género, uno de los ejercicios de suspense más fascinantes de todos los tiempos.",3.1265,1944-07-06,8.092,2027,Muy buena pelicula
